,branch_failpass,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,trial_duration,trial_num,trial_template,task,sub_id,exp
214,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,5e66e353a8e8083e33faeebf8fcac0aadb7f69cf47506145be8ab8477b4448d2,3358.9983339309692,False,click,tone_or_word,34648,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,34651,435,Tone_word_debrief,Tone,5e66e,EXP8c
215,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,5e66e353a8e8083e33faeebf8fcac0aadb7f69cf47506145be8ab8477b4448d2,3358.9983339309692,,keypress,TxRsp,80258,,text-response,I perceived it as musical tones because it was hard to hear lap or lap. I heard lab as continuous at the end of it and lap as a cut off at the end.,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,80261,436,Tone_word_debrief,Tone,5e66e,EXP8c
216,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,f2159846501534f8d410740ed8282f0729a1bddbcc660364f0e26f20fe7b558e,1828.7762949466705,False,click,tone_or_word,7892,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,7896,423,Tone_word_debrief,Tone,f2159,EXP8c
217,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,f2159846501534f8d410740ed8282f0729a1bddbcc660364f0e26f20fe7b558e,1828.7762949466705,,keypress,TxRsp,32574,,text-response,"I associated the sounds in terms of length. Lab was more drawn out, and lap was cut short.",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,32581,424,Tone_word_debrief,Tone,f2159,EXP8c
218,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,115552330f60ecea98884bb1e803080ba144d66b54f0d049cdfb11cfab51abbb,2653.606148004532,False,click,tone_or_word,15783,[],choice-response,Lab or Lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,15786,435,Tone_word_debrief,Tone,11555,EXP8c
219,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,115552330f60ecea98884bb1e803080ba144d66b54f0d049cdfb11cfab51abbb,2653.606148004532,,keypress,TxRsp,51704,,text-response,I didn't relate them to any music tone. I was more focusing on the phoneme.,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,51707,436,Tone_word_debrief,Tone,11555,EXP8c
220,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,7534034eabb553ffd416c6999d1d60042a4f1698bb41416c52c98d37cbf10842,2321.8557279109955,False,click,tone_or_word,17075,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,17078,435,Tone_word_debrief,Tone,75340,EXP8c
221,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,7534034eabb553ffd416c6999d1d60042a4f1698bb41416c52c98d37cbf10842,2321.8557279109955,,keypress,TxRsp,98633,,text-response,"I think the sound seemed to be more musical tones because of the way they sounded and not imagining as a something else, I get if I was given a perspective of the sound being used in a game as lab or lap maybe it would have been different",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,98638,436,Tone_word_debrief,Tone,75340,EXP8c
222,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,210f3d05cbca3240f0b4fe36fb9475c29959355752fc9cacfc301fb31c5e3299,1900.344974040985,False,click,tone_or_word,6110,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,6115,435,Tone_word_debrief,Tone,210f3,EXP8c
223,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,210f3d05cbca3240f0b4fe36fb9475c29959355752fc9cacfc301fb31c5e3299,1900.344974040985,,keypress,TxRsp,17787,,text-response,i dont understand,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,17791,436,Tone_word_debrief,Tone,210f3,EXP8c
224,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,7fd14880ec504f30f7b21ea6ecd0a222e0b0bb5f65355d2255c113834946aedb,2217.97971200943,False,click,tone_or_word,11745,[],choice-response,Lab or Lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,11749,423,Tone_word_debrief,Tone,7fd14,EXP8c
225,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,7fd14880ec504f30f7b21ea6ecd0a222e0b0bb5f65355d2255c113834946aedb,2217.97971200943,,keypress,TxRsp,26239,,text-response,the lab sound felt more round and whole while the lap sound felt hollow and staccato,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,26244,424,Tone_word_debrief,Tone,7fd14,EXP8c
226,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,ee00291adeb78ed99d45866d5c784ac0c65bb5758caefed15e1c688b456df530,2076.4090430736537,False,click,tone_or_word,11461,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,11464,423,Tone_word_debrief,Tone,ee002,EXP8c
227,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,ee00291adeb78ed99d45866d5c784ac0c65bb5758caefed15e1c688b456df530,2076.4090430736537,,keypress,TxRsp,21942,,text-response,The first time I heard them as just sounds that sounded like bells or sine waves.,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,21944,424,Tone_word_debrief,Tone,ee002,EXP8c
228,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,0149872243ec5e7375a543a23a1789032aba2e051c0b6e21a46605f3c5c135d9,2684.1431109905247,False,click,tone_or_word,47274,[],choice-response,Lab or Lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,47277,423,Tone_word_debrief,Tone,01498,EXP8c
229,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,0149872243ec5e7375a543a23a1789032aba2e051c0b6e21a46605f3c5c135d9,2684.1431109905247,,keypress,TxRsp,184926,,text-response,"I actually feel a bit of both. It did sound like musical tones varying in length and tone, however I also ""felt"" the sound as being lab and lap. For the most part, I was relying on length to determine the words, but I also wasn't fully ignoring the sound aspect hence why I chose ""feel"" over ""musical tones"". I tried to combine both as much as I could, though the noise in my environment may have skewed my perception.",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,184933,424,Tone_word_debrief,Tone,01498,EXP8c
230,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,a0ec852080d12919142cacd7d364da78ef68ebe78160d1e7335d9d8961823f6e,2160.134492874145,False,click,tone_or_word,13731,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,13734,423,Tone_word_debrief,Tone,a0ec8,EXP8c
231,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,a0ec852080d12919142cacd7d364da78ef68ebe78160d1e7335d9d8961823f6e,2160.134492874145,,keypress,TxRsp,17008,,text-response,"It felt more like a sound than a word, it was hard do discern",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,17010,424,Tone_word_debrief,Tone,a0ec8,EXP8c
232,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,aa20e50a8dcb55c2544d6f334b4e6b3b1d29b30304577d73f11fefd2a18e7b26,2359.952949047089,False,click,tone_or_word,15853,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,15858,435,Tone_word_debrief,Tone,aa20e,EXP8c
233,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,aa20e50a8dcb55c2544d6f334b4e6b3b1d29b30304577d73f11fefd2a18e7b26,2359.952949047089,,keypress,TxRsp,39986,,text-response,i could not make out the words in the notes but i could tell which tone felt longer and then i would put the longer with lab and shorter with lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,39990,436,Tone_word_debrief,Tone,aa20e,EXP8c
234,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,b0547fbe0e694102e990057d1e3a21a45808f18db5941e5ba6ba1bd7816e0846,2952.9621369838715,False,click,tone_or_word,29047,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,29052,423,Tone_word_debrief,Tone,b0547,EXP8c
235,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,b0547fbe0e694102e990057d1e3a21a45808f18db5941e5ba6ba1bd7816e0846,2952.9621369838715,,keypress,TxRsp,34605,,text-response,I barely knew what I was hearing. I tried to listen more to the ends of the words in order to try and guess correctly.,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,34625,424,Tone_word_debrief,Tone,b0547,EXP8c
236,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,7dd9efe414d17044647548de0b41652641f5adbbc34a0b9f4fb6f5b04c4ef907,2235.7820689678188,False,click,tone_or_word,22957,[],choice-response,Lab or Lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,22960,423,Tone_word_debrief,Tone,7dd9e,EXP8c
237,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,7dd9efe414d17044647548de0b41652641f5adbbc34a0b9f4fb6f5b04c4ef907,2235.7820689678188,,keypress,TxRsp,45610,,text-response,"When listening to the tones, I could imagine someone physically saying either lab or lap. I felt like I could have been the one saying the tone, which helped me in my choices.",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,45611,424,Tone_word_debrief,Tone,7dd9e,EXP8c
238,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,a394b567733119f5352243056b44ef3d8ac97d257aede33cf4259855236c2121,2148.988032817841,False,click,tone_or_word,7823,[],choice-response,Lab or Lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,7826,423,Tone_word_debrief,Tone,a394b,EXP8c
239,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,a394b567733119f5352243056b44ef3d8ac97d257aede33cf4259855236c2121,2148.988032817841,,keypress,TxRsp,19375,,text-response,"When hearing the sounds, I was listening for a word and not a musical tone.",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,19377,424,Tone_word_debrief,Tone,a394b,EXP8c
240,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,a6ce3dcfa74e6a60230079715c959b2e03a5a7424bbdf62ef426e7ffbad928cd,5228.0405201911935,False,click,tone_or_word,8549,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,8551,423,Tone_word_debrief,Tone,a6ce3,EXP8c
241,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,a6ce3dcfa74e6a60230079715c959b2e03a5a7424bbdf62ef426e7ffbad928cd,5228.0405201911935,,keypress,TxRsp,15045,,text-response,I heard a tone and tried to associate it with a word.,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,15050,424,Tone_word_debrief,Tone,a6ce3,EXP8c
242,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,de73987caa830c474375bfd6784542f2e648f0fe342d4fc233f3fdb61e6a0075,2073.2518091201778,False,click,tone_or_word,9109,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,9112,423,Tone_word_debrief,Tone,de739,EXP8c
243,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,de73987caa830c474375bfd6784542f2e648f0fe342d4fc233f3fdb61e6a0075,2073.2518091201778,,keypress,TxRsp,31156,,text-response,"I could not tell or feel the sound as being lab or lap, just one sound being slightly longer than the other.",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,31159,424,Tone_word_debrief,Tone,de739,EXP8c
244,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,a75861f0f0818070499e350cd525a417d087b7abc15871cd4c01b21002249100,2241.662197113037,False,click,tone_or_word,5292,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,5297,435,Tone_word_debrief,Tone,a7586,EXP8c
245,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,a75861f0f0818070499e350cd525a417d087b7abc15871cd4c01b21002249100,2241.662197113037,,keypress,TxRsp,29518,,text-response,it was harder to differentiate musical tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,29523,436,Tone_word_debrief,Tone,a7586,EXP8c
246,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9742aa21e4dda83a1328160377706691262873f7fa050e218a0a93f255f7b009,2147.5443160533905,False,click,tone_or_word,10634,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,10640,423,Tone_word_debrief,Tone,9742a,EXP8c
247,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9742aa21e4dda83a1328160377706691262873f7fa050e218a0a93f255f7b009,2147.5443160533905,,keypress,TxRsp,46156,,text-response,I did not really feel it as lab or lap because I associate the sound of lap or lab to the noise but they're nothing alike. So for me the noise just sounded like a musical note.,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,46479,424,Tone_word_debrief,Tone,9742a,EXP8c
248,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,408b18e187e0f42ac77cd5d8aa36aa88ef848b193ca3bba14dedd870283e33ef,2234.5926768779755,False,click,tone_or_word,15856,[],choice-response,Lab or Lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,15861,423,Tone_word_debrief,Tone,408b1,EXP8c
249,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,408b18e187e0f42ac77cd5d8aa36aa88ef848b193ca3bba14dedd870283e33ef,2234.5926768779755,,keypress,TxRsp,31505,,text-response,"I understood lab to be a more drawn out tone, while lap was shorter and quicker",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,31512,424,Tone_word_debrief,Tone,408b1,EXP8c
250,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,d3ced2d4761c651e7d400f9b2fae0d52729ecdc9bcf06c36bcd894e2d5e6cd2d,2435.268744945526,False,click,tone_or_word,5123,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,5147,423,Tone_word_debrief,Tone,d3ced,EXP8c
251,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,d3ced2d4761c651e7d400f9b2fae0d52729ecdc9bcf06c36bcd894e2d5e6cd2d,2435.268744945526,,keypress,TxRsp,9950,,text-response,,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,9954,424,Tone_word_debrief,Tone,d3ced,EXP8c
252,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,19c0861916824c4d42b0c5713f3b9dd7634fdd9406f50345723c10f9e44699b0,2475.221438884735,False,click,tone_or_word,10726,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,10730,423,Tone_word_debrief,Tone,19c08,EXP8c
253,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,19c0861916824c4d42b0c5713f3b9dd7634fdd9406f50345723c10f9e44699b0,2475.221438884735,,keypress,TxRsp,53921,,text-response,"I felt as if they were musical tones, one being shorter/quicker than the other. The quicker one was ""lap"" while the longer one was ""lab"".",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,53926,424,Tone_word_debrief,Tone,19c08,EXP8c
254,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,c1da8acf25dae5cf57c981206c79ef8b838b86570e8dd64ced015fbebecc1a09,2311.2823600769048,False,click,tone_or_word,11746,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,11750,423,Tone_word_debrief,Tone,c1da8,EXP8c
255,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,c1da8acf25dae5cf57c981206c79ef8b838b86570e8dd64ced015fbebecc1a09,2311.2823600769048,,keypress,TxRsp,59375,,text-response,I did not really feel like there was a word behind the sound or really understood what they represented. I felt like the one that felt slightly longer was typically the lab but that wasnt always correct as i saw in the part where we got feedback,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,59379,424,Tone_word_debrief,Tone,c1da8,EXP8c
256,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,4d2d2c4a17b12549114b91bc20aeced46b1d705e32a6c2fa5d88fa317a4f0b24,1987.7250800132751,False,click,tone_or_word,7277,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,7279,435,Tone_word_debrief,Tone,4d2d2,EXP8c
257,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,4d2d2c4a17b12549114b91bc20aeced46b1d705e32a6c2fa5d88fa317a4f0b24,1987.7250800132751,,keypress,TxRsp,41060,,text-response,"It sounded like a certain tone of ""beeps"" moreso than it sounding like lab/lap. I did try to listen to it as lab/lap but found that was more difficult for me to process.",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,41062,436,Tone_word_debrief,Tone,4d2d2,EXP8c
258,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,e8e502753ef1e7a55b96716e16f38a595689a5915c9b12758933667f25aa1c2e,2502.023650169373,False,click,tone_or_word,6646,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,6651,435,Tone_word_debrief,Tone,e8e50,EXP8c
259,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,e8e502753ef1e7a55b96716e16f38a595689a5915c9b12758933667f25aa1c2e,2502.023650169373,,keypress,TxRsp,22894,,text-response,I did not hear the original words at all. All I heard was musical tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,22899,436,Tone_word_debrief,Tone,e8e50,EXP8c
260,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,11f8eae6b7ef223912a6e5c46c6c0f4898c0d0eb191b3a63c01d81171adfddb3,2562.9561688899994,False,click,tone_or_word,15916,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,15922,435,Tone_word_debrief,Tone,11f8e,EXP8c
261,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,11f8eae6b7ef223912a6e5c46c6c0f4898c0d0eb191b3a63c01d81171adfddb3,2562.9561688899994,,keypress,TxRsp,40402,,text-response,I perceived it as more musical tones and I only thought that the sound with the longer tone would be lab and the one with the shorter tone would be lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,40408,436,Tone_word_debrief,Tone,11f8e,EXP8c
262,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,df539d3533b6d6dbdc7d9fb9ef15a864b8fa24d9725d6041c0282fe5c59872f5,2191.195503950119,False,click,tone_or_word,17446,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,17450,423,Tone_word_debrief,Tone,df539,EXP8c
263,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,df539d3533b6d6dbdc7d9fb9ef15a864b8fa24d9725d6041c0282fe5c59872f5,2191.195503950119,,keypress,TxRsp,86118,,text-response,"It felt more like musical tones as I can't really hear the word lab within the tone. However, the length of the tone corresponded with how each word is said, which can be the 'feel' aspect of it being lab and lap.",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,86124,424,Tone_word_debrief,Tone,df539,EXP8c
264,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,309a3bc286a88629cf3a5f2672952b687e1f9bf1e321f35dc7bf12ef6cc602c3,1887.0453720092773,False,click,tone_or_word,2863,[],choice-response,Lab or Lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,2864,435,Tone_word_debrief,Tone,309a3,EXP8c
265,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,309a3bc286a88629cf3a5f2672952b687e1f9bf1e321f35dc7bf12ef6cc602c3,1887.0453720092773,,keypress,TxRsp,20862,,text-response,VERY NICE,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,20865,436,Tone_word_debrief,Tone,309a3,EXP8c
266,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,d0d665f3056166ffd8ac6d197562c1399cc1d8ae5da4abf4bd244cb5874937a5,2064.001610994339,False,click,tone_or_word,6015,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,6019,423,Tone_word_debrief,Tone,d0d66,EXP8c
267,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,d0d665f3056166ffd8ac6d197562c1399cc1d8ae5da4abf4bd244cb5874937a5,2064.001610994339,,keypress,TxRsp,38033,,text-response,"There were no similarities to ""lap"" or ""lab"", more like short or long notes",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,38141,424,Tone_word_debrief,Tone,d0d66,EXP8c
268,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,d2f2385910338f6eb7643a4455ef1f1dab996a1ce76d97d3efc8594bcfc24a58,2536.9241609573364,False,click,tone_or_word,7542,[],choice-response,Lab or Lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,7543,423,Tone_word_debrief,Tone,d2f23,EXP8c
269,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,d2f2385910338f6eb7643a4455ef1f1dab996a1ce76d97d3efc8594bcfc24a58,2536.9241609573364,,keypress,TxRsp,12936,,text-response,I could hear the word in the tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,12938,424,Tone_word_debrief,Tone,d2f23,EXP8c
270,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,7ad2a1840230bbcede269e64d075903c699b72e1d21b079dbeffca68ff743f39,6706.148766994476,False,click,tone_or_word,12201,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,12204,423,Tone_word_debrief,Tone,7ad2a,EXP8c
271,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,7ad2a1840230bbcede269e64d075903c699b72e1d21b079dbeffca68ff743f39,6706.148766994476,,keypress,TxRsp,44894,,text-response,"I perceived/felt them to be musical tones, but understood how they can be interpreted or understood as the words ""lab"" and ""lap.""",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,44897,424,Tone_word_debrief,Tone,7ad2a,EXP8c
272,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,6de9a2464473486a7de5521eae806481711d65b67adc486f61b020e94f9df550,2169.4044420719147,False,click,tone_or_word,12454,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,12459,423,Tone_word_debrief,Tone,6de9a,EXP8c
273,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,6de9a2464473486a7de5521eae806481711d65b67adc486f61b020e94f9df550,2169.4044420719147,,keypress,TxRsp,55700,,text-response,Whether the sound were in full notes that was played out or if it sounded like note with an attack (not played as a full note),6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,55706,424,Tone_word_debrief,Tone,6de9a,EXP8c
274,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,31d665e496ba0d9990f9d736ffa0a9487203ddd8d57f0764519523c3f6a0db21,2148.6417198181152,False,click,tone_or_word,11641,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,11657,423,Tone_word_debrief,Tone,31d66,EXP8c
275,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,31d665e496ba0d9990f9d736ffa0a9487203ddd8d57f0764519523c3f6a0db21,2148.6417198181152,,keypress,TxRsp,25289,,text-response,I heard the tune because I did not hear the word at all,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,25295,424,Tone_word_debrief,Tone,31d66,EXP8c
276,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,a7c3e74787dcdc5d2ff8dc7531d18b00c57d4a15354931a60f47ed72d9f73f3b,3564.2301421165466,False,click,tone_or_word,44284,[],choice-response,Lab or Lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,44288,435,Tone_word_debrief,Tone,a7c3e,EXP8c
277,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,a7c3e74787dcdc5d2ff8dc7531d18b00c57d4a15354931a60f47ed72d9f73f3b,3564.2301421165466,,keypress,TxRsp,63512,,text-response,"little bit difference between lab and lap, but i cannot pronounce",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,63537,436,Tone_word_debrief,Tone,a7c3e,EXP8c
278,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,31352e439f7aab159438a884ecdb907e7a338c51628ab66c552f6d46bf4a5b4d,2572.783361911773,False,click,tone_or_word,5607,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,5609,423,Tone_word_debrief,Tone,31352,EXP8c
279,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,31352e439f7aab159438a884ecdb907e7a338c51628ab66c552f6d46bf4a5b4d,2572.783361911773,,keypress,TxRsp,31094,,text-response,The audio did not sound like they were saying lab or lap. All I heard were musical tones with different durations.,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,31097,424,Tone_word_debrief,Tone,31352,EXP8c
280,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,16a45bb184bdf62e695f706eac62939f01d5e3df793e88e80e26bfbae68c25b8,3031.5327072143555,False,click,tone_or_word,12747,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,12750,423,Tone_word_debrief,Tone,16a45,EXP8c
281,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,16a45bb184bdf62e695f706eac62939f01d5e3df793e88e80e26bfbae68c25b8,3031.5327072143555,,keypress,TxRsp,84084,,text-response,"without actual pronounciation, I feel like they are a matter of muscial tone",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,84086,424,Tone_word_debrief,Tone,16a45,EXP8c
282,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,c0396b8270d88fa79482a3c7c5e52203f83e243e89782c6ef2f5e05f9989bea8,2545.6173219680786,False,click,tone_or_word,11506,[],choice-response,Lab or Lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,11516,423,Tone_word_debrief,Tone,c0396,EXP8c
283,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,c0396b8270d88fa79482a3c7c5e52203f83e243e89782c6ef2f5e05f9989bea8,2545.6173219680786,,keypress,TxRsp,25988,,text-response,The longer tone connected with the sound of lab and the shorter tone felt more like lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,25989,424,Tone_word_debrief,Tone,c0396,EXP8c
284,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,1b5a9ff9f010e046efd4e8c8dfce266fefc223d403b07f984c19cb391b83d3b7,2095.4812848567967,False,click,tone_or_word,9010,[],choice-response,Musical Tones,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,9014,423,Tone_word_debrief,Tone,1b5a9,EXP8c
285,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,1b5a9ff9f010e046efd4e8c8dfce266fefc223d403b07f984c19cb391b83d3b7,2095.4812848567967,,keypress,TxRsp,18770,,text-response,"I did not perceive the sounds as words, only musical tones.",6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief4,18772,424,Tone_word_debrief,Tone,1b5a9,EXP8c
286,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,673501b3ea704ef6b017b403e5569f890a696351d0d93fded3f1106adc307976,2496.297080993653,False,click,tone_or_word,5835,[],choice-response,Lab or Lap,6386964223574911aecf7675,2022-11-29 18:31:14-05:00,debrief3,5837,423,Tone_word_debrief,Tone,67350,EXP8c
